name	HexA	HexN	DP	Ac	S	formula	neutral_mass	floating_NH3
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3029.230740	7
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3046.257289	8
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3063.283838	9
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3080.310388	10
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3097.336937	11
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3114.363486	12
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3131.390035	13
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3148.416584	14
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3165.443133	15
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3182.469682	16
HS_HexA5_HexN5_Ac3_S12_pNP	5	5	10	3	12	C72H106N6O92S12	3199.496231	17
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	2990.001712	0
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3007.028261	1
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3024.054810	2
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3041.081359	3
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3058.107908	4
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3075.134457	5
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3092.161006	6
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3109.187555	7
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3126.214104	8
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3143.240653	9
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3160.267203	10
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3177.293752	11
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3194.320301	12
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3211.346850	13
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3228.373399	14
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3245.399948	15
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3262.426497	16
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3279.453046	17
HS_HexA5_HexN5_Ac3_S13_pNP	5	5	10	3	13	C72H106N6O95S13	3296.479595	18
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3069.958527	0
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3086.985076	1
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3104.011625	2
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3121.038174	3
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3138.064723	4
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3155.091272	5
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3172.117821	6
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3189.144370	7
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3206.170919	8
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3223.197469	9
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3240.224018	10
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3257.250567	11
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3274.277116	12
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3291.303665	13
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3308.330214	14
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3325.356763	15
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3342.383312	16
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3359.409861	17
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3376.436410	18
HS_HexA5_HexN5_Ac3_S14_pNP	5	5	10	3	14	C72H106N6O98S14	3393.462960	19
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3149.915342	0
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3166.941891	1
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3183.968440	2
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3200.994989	3
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3218.021538	4
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3235.048087	5
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3252.074636	6
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3269.101185	7
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3286.127734	8
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3303.154284	9
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3320.180833	10
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3337.207382	11
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3354.233931	12
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3371.260480	13
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3388.287029	14
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3405.313578	15
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3422.340127	16
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3439.366676	17
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3456.393225	18
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3473.419775	19
HS_HexA5_HexN5_Ac3_S15_pNP	5	5	10	3	15	C72H106N6O101S15	3490.446324	20
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	1992.573681	0
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	2009.600230	1
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	2026.626779	2
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	2043.653328	3
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	2060.679877	4
HS_HexA5_HexN5_Ac4_S0_pNP	5	5	10	4	0	C74H108N6O57	2077.706426	5
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2072.530496	0
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2089.557045	1
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2106.583594	2
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2123.610143	3
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2140.636692	4
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2157.663241	5
HS_HexA5_HexN5_Ac4_S1_pNP	5	5	10	4	1	C74H108N6O60S	2174.689790	6
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2152.487311	0
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2169.513860	1
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2186.540409	2
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2203.566958	3
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2220.593507	4
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2237.620056	5
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2254.646605	6
HS_HexA5_HexN5_Ac4_S2_pNP	5	5	10	4	2	C74H108N6O63S2	2271.673155	7
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2232.444126	0
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2249.470675	1
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2266.497224	2
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2283.523773	3
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2300.550322	4
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2317.576871	5
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2334.603421	6
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2351.629970	7
HS_HexA5_HexN5_Ac4_S3_pNP	5	5	10	4	3	C74H108N6O66S3	2368.656519	8
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2312.400941	0
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2329.427490	1
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2346.454039	2
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2363.480588	3
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2380.507137	4
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2397.533686	5
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2414.560236	6
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2431.586785	7
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2448.613334	8
HS_HexA5_HexN5_Ac4_S4_pNP	5	5	10	4	4	C74H108N6O69S4	2465.639883	9
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2392.357756	0
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2409.384305	1
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2426.410854	2
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2443.437403	3
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2460.463952	4
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2477.490501	5
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2494.517051	6
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2511.543600	7
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2528.570149	8
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2545.596698	9
HS_HexA5_HexN5_Ac4_S5_pNP	5	5	10	4	5	C74H108N6O72S5	2562.623247	10
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2472.314571	0
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2489.341120	1
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2506.367669	2
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2523.394218	3
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2540.420767	4
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2557.447317	5
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2574.473866	6
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2591.500415	7
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2608.526964	8
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2625.553513	9
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2642.580062	10
HS_HexA5_HexN5_Ac4_S6_pNP	5	5	10	4	6	C74H108N6O75S6	2659.606611	11
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2552.271386	0
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2569.297935	1
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2586.324484	2
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2603.351033	3
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2620.377582	4
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2637.404132	5
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2654.430681	6
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2671.457230	7
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2688.483779	8
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2705.510328	9
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2722.536877	10
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2739.563426	11
HS_HexA5_HexN5_Ac4_S7_pNP	5	5	10	4	7	C74H108N6O78S7	2756.589975	12
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2632.228201	0
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2649.254750	1
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2666.281299	2
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2683.307848	3
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2700.334397	4
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2717.360947	5
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2734.387496	6
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2751.414045	7
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2768.440594	8
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2785.467143	9
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2802.493692	10
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2819.520241	11
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2836.546790	12
HS_HexA5_HexN5_Ac4_S8_pNP	5	5	10	4	8	C74H108N6O81S8	2853.573339	13
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2712.185016	0
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2729.211565	1
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2746.238114	2
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2763.264663	3
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2780.291213	4
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2797.317762	5
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2814.344311	6
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2831.370860	7
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2848.397409	8
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2865.423958	9
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2882.450507	10
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2899.477056	11
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2916.503605	12
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2933.530154	13
HS_HexA5_HexN5_Ac4_S9_pNP	5	5	10	4	9	C74H108N6O84S9	2950.556704	14
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2792.141831	0
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2809.168380	1
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2826.194929	2
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2843.221478	3
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2860.248028	4
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2877.274577	5
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2894.301126	6
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2911.327675	7
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2928.354224	8
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2945.380773	9
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2962.407322	10
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2979.433871	11
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	2996.460420	12
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	3013.486969	13
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	3030.513519	14
HS_HexA5_HexN5_Ac4_S10_pNP	5	5	10	4	10	C74H108N6O87S10	3047.540068	15
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2872.098646	0
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2889.125195	1
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2906.151744	2
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2923.178293	3
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2940.204843	4
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2957.231392	5
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2974.257941	6
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	2991.284490	7
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3008.311039	8
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3025.337588	9
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3042.364137	10
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3059.390686	11
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3076.417235	12
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3093.443785	13
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3110.470334	14
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3127.496883	15
HS_HexA5_HexN5_Ac4_S11_pNP	5	5	10	4	11	C74H108N6O90S11	3144.523432	16
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	2952.055461	0
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	2969.082010	1
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	2986.108559	2
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3003.135109	3
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3020.161658	4
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3037.188207	5
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3054.214756	6
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3071.241305	7
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3088.267854	8
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3105.294403	9
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3122.320952	10
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3139.347501	11
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3156.374050	12
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3173.400600	13
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3190.427149	14
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3207.453698	15
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3224.480247	16
HS_HexA5_HexN5_Ac4_S12_pNP	5	5	10	4	12	C74H108N6O93S12	3241.506796	17
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3032.012276	0
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3049.038825	1
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3066.065374	2
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3083.091924	3
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3100.118473	4
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3117.145022	5
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3134.171571	6
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3151.198120	7
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3168.224669	8
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3185.251218	9
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3202.277767	10
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3219.304316	11
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3236.330865	12
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3253.357415	13
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3270.383964	14
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3287.410513	15
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3304.437062	16
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3321.463611	17
HS_HexA5_HexN5_Ac4_S13_pNP	5	5	10	4	13	C74H108N6O96S13	3338.490160	18
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3111.969091	0
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3128.995640	1
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3146.022189	2
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3163.048739	3
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3180.075288	4
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3197.101837	5
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3214.128386	6
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3231.154935	7
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3248.181484	8
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3265.208033	9
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3282.234582	10
HS_HexA5_HexN5_Ac4_S14_pNP	5	5	10	4	14	C74H108N6O99S14	3299.261131	11
